username,handle,postDate,content,retweets,likes
C O D E D,@adinortey360,2020-10-25T12:01:49.000Z,"You go in search of something and it will give you exactly what you need or expected because it knows you inside out.

This is what is happening. Not just with Google but all big tech.

The AI is really watching over us and it keeps growing in abilities with age.",,1
C O D E D,@adinortey360,2020-10-25T11:47:47.000Z,"Some occupations like ride sharing even require that you use the map and its navigation system.
 
Anywhere you are, Google knows.

Or should I say, Google's AI knows?

It's able to tell when and where you will encounter traffic and how long you will spend in it.",,
m a s o n,@DMasonWest,2020-10-25T11:08:57.000Z,"NLP on AIs like Alexa, Siri, & Google Assistant first has the burden of parsing out useless words like PLEASE. Ironically the original Space Shuttle computer, based on an 80186, & which had a 12-key input, began its commands with a key labeled PLEASE.",,
Sanjay Gupta,@wordant,2020-10-25T10:33:13.000Z,"Is 
@Google
's #AI used in #Gmail going crazy? Or does it think I'm stupid?
In my inbox, counting emails for a particular #search query, it said: ""1 - 100 of 182""
And when I clicked on the navigation button to see 'those 82' msgs, it switched to: ""101-200 of many""! ",,
DTL,@IndependentDTL,2020-10-25T10:09:34.000Z,"Many bishops speaking out against him.   Read Revelation.  False Prophet?  If he is the False Prophet, then who is the AC and B.  Francis is old, so the AC must be walking the earth.  And the B? Social media? Google? AI?  As in the days of Noah....",,
KennethDS,@Majocci,2020-10-25T08:53:34.000Z,"So I did a basic Google search on the definition of AI, ML and Block chain...

I don't agree with your assessment to the extent that the differences are important enough not to lump them together into a catch all category",,
Sproalee,@alfiejs,2020-10-25T08:52:14.000Z,And google loves the data you’re providing them. Their AI bots are learning things...,,1
Jimena #TVTTagTeam,@ladeidiomas,2020-10-25T08:12:46.000Z,A2 AI could be useful for language learning. Kids could practice reading on their own in an interactive way. In fact Google has a pronunciation tool in English to practice phonetics #edureading,2,2
Michael Leon,@ItsMHL,2020-10-25T06:50:37.000Z,"@Google
 can you please fix your image captcha? Every time I checked out all the traffic lights, fire hydrants, cars, buses, etc. until there are none left, it keeps getting marked incorrect & it usually takes 3-4 times to get past it. Your AI keeps trolling me.",,
Dan Finn,@dannythefinn,2020-10-25T04:12:36.000Z,I don’t think it’s just censorship or manipulation. Just for regular research too google has become useless it doesn’t even work with quotation marks for verbatim anymore. The AI has basically learned itself into incompetence. Yandex can find some cool stuff.,2,8
trstdtravlr,@trstdtravlr,2020-10-25T02:48:15.000Z,"Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
Bless,@BlessWithAB,2020-10-24T22:44:10.000Z,"Voice based AI doesn’t take commands well even with in depth instructions. All it takes is one, then google can steal it from me.",,
trstdtravlr,@trstdtravlr,2020-10-24T21:18:25.000Z,"in the air Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
Asif A. Ali,@asifakberali,2020-10-24T17:58:37.000Z,"Google Maps: You are quite popular. Add more photos? 
Me: The AI is always greedy and hungry! ",,
"ANTIFASCIST not ""an-TEE-fuh""",@AmateurExpertOp,2020-10-24T17:30:11.000Z,"*big red

Goddammit google, apple, u can have all my data & my credit cards too if u can make autocorrect AI context-aware ",,
Joe,@ijoe13,2020-10-24T17:29:07.000Z,"So what if Tesla is using maps where there’s map data available? They already use Google Maps and GPS for standard nav, why wouldn’t they include it into the the AI decision-making process? The difference is, the system and new beta appear to be robust enough to “see” the environ",,18
Manish,@Studio4_Online,2020-10-24T17:25:07.000Z,"You don't need to obsess on keywords.

Google now uses semantic search & AI ; and the focus is on search intent and NOT on the exact sequence of keywords

It rewards good content( like yours!

So, sit back, relax and keep writing great content ",,
Melchizedek Blauvelt,@Mel_Blauvelt,2020-10-24T17:08:27.000Z,"Ambulance pelted in Belgium.
Corona deniers vandalize test camp in The Netherlands.

We urgently need to get rid of Facebook, Amazon and Google's AI recommendations and start educating again.",1,
trustedtraveller,@trustdtravelr,2020-10-24T16:58:12.000Z,"Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
wolf1,@47WZLO,2020-10-24T16:55:02.000Z,"Just think, if Biden wins we will be well on our way of having a government run media under auspices of Google, Twitter and Facebook. Your thinking will be done for you thru the manipulation of ""AI."" Decision making will be easy and voting in a one party system will be a breeze.",,
▥⟣▥⟣ ⦓ ⧉ ⦔ ▥⬡◫,@MemeMeticMan,2020-10-24T16:26:02.000Z,The phone is way more devastating than the TV. All these wire heads connected to the google hivemind AI,1,1
JAY SHREE RAMVipul Kumar Shukla,@786_shukla,2020-10-24T15:53:41.000Z,"19:38

Net slow minute pehle darvaja thoaakeeyyy aur Rocket 

Pagal hoon
@Mental
!! Par Samaj jahra hoin ask Google though that's  different 

Ki net Band thaa

Achaa Uncle pe B2B (Thank  you Bomb  Ai on B2B wala mistake 

And that Phatt  wala sound  was dead  on

P",,
Pranjal Yadav,@Pranjal_Yadav,2020-10-24T15:27:57.000Z,"@GoogleAI
 released Performer which is linear in space & time, waiting for results, distillation & ablation.

My take - Google's sheet, word, and slides will be much SMARTER with GPT3 like skills before MS products. Premium versions will have better services and AI features.
#AI",,
it’s in the handle,@Amissa_CT,2020-10-24T14:55:14.000Z,"@Google
 Translate please you HAVE to integrate AI to ordinary language | so far you’re encouraging the spread of fake news",,
Brain & Heart Research,@JerryBeller1,2020-10-24T12:39:01.000Z,"How does social media, Google, & AI's bring out the worst in people and groups?",,
Khun Happy :flag_ua: ( He/Him/Eminence ),@khunhappy,2020-10-24T11:29:55.000Z,"Some days you roll snake eyes. Fortune town does not have chrome casts, the shop I thought had them had every other google device (nest, speaker, etc.). Was told AIS is the official Thai dealer, AIS shop says online only, AIS website no longer has them, everything is a dead link",,
Šimon Tóth @simontoth@hachyderm.io,Šimon Tóth @simontoth@hachyderm.io,2020-10-24T10:30:26.000Z,"Probably copyrighted / pornographic / trigger keywords content shared between the two. When you share something, Google will consider it public and run all the AI analysis on it and if any of those trigger, you get your account locked.",,
ᴊᴜᴅᴇ ᴘᴜʟʟᴇɴ,@Jude_Pullen,2020-10-24T09:41:28.000Z,"On another question- what would I type into google or Spotify to find more style stylistically like this? 

The trouble with AI is that it recommends similar genre, not similar structure/arrangement.",,
Rohan@2105,Rohan@2105,2020-10-24T05:47:43.000Z,How can i get job at google as AI?,,
Gupt (गुप्त),@indiapharaoh,2020-10-24T04:25:26.000Z,"I wrote a hundred times: Dont think much on #Rawat #TattiPandit. He is nothing

I said Supreme Court #TattiPandits have ganged up with Google and Microsoft - and NSA to use India as TestBed for AI, IoT, ML weapons

And SEBI & RBI #TattiPandits with Wall Street(MorganStanley,Citi)",,
RationalBuck.eth,@RationalBuckPod,2020-10-24T03:01:32.000Z,"#FlippingTip 

“What is that?”

Ever find something in a thrift shop that you think might sell well,

But you can’t find the brand, item name, etc?

Try Google Lens.

You can take a picture of any object and use Google’s AI to help you identify the object.

How?",4,8
SEOwner,@tehseowner,2020-10-24T02:59:15.000Z,"Google still cannot stop mass spam. They can only stop mass spam that the AI/ML has identified as mass spam.

Look at some blackhat SERPs and you’ll see people still ranking with mass spam. Difference is, the successful ones are using platforms that aren’t available by default.",,1
"Andersson, Erik Andersson",@Erik22Andersson,2020-10-24T01:00:41.000Z,"hah, well, 
Google search engine algorithms means Googles AI's ability to predict outcomes in reality is shot to h*

AI likely only sees Google analytics, FB etc, so any real news and discussions would be under its radar.",,
Anchor Point ITS,@anchorpoint_its,2020-10-24T00:01:35.000Z,"Google is looking to up their AI game by updating current Alexa platforms to ask clarifying questions on commands that she isn’t 100% clear on. 
-
-
-
-
-
#technology #computer #tech #anchorpoint #santabarbara #tech #apple #windows #innovation #business #science #iphone #electron",2,
NerdPropellant,@NerdPropellant,2020-10-23T23:07:22.000Z,"They have to rely on MS for their cloud and general online infrastructure. Relying on your primary competitor just to exist is....not ideal. MS, Google and Amazon all have skin in that game now and as AI and ML become more important, again Sony/PS5 is left behind.",,
Leo / Leiriel,@LeirielVR,2020-10-23T22:59:39.000Z,Can't wait to tell my future kids I was born before Google and record their reactions with my ultra invisible smart ai mind reader xr phone camera personal assistant,,3
Charlotte,@chilloutcharli,2020-10-23T22:22:51.000Z,"This may be scary, and I think urban areas should be less car centric, but cities and Google should look into integrating AI and Google’s already-existent real-time traffic data into creating much more efficient traffic lights.",,1
trstdtravlr,@trstdtravlr,2020-10-23T21:38:17.000Z,"Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
trstdtravlr,@trstdtravlr,2020-10-23T21:18:33.000Z,"why Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
Andrea Ferloni,@AndreaFerloni,2020-10-23T20:21:04.000Z,I think it's a MI 10 lite problem with the eurosport player app. I read something similar on the eurosport support twitter account. Maybe a well known problem . Btw great AI or great support team @ google nest!,,
Serhat Bakis,@F402T136,2020-10-23T18:59:07.000Z,"Book 
@F402T136
Doom 
@4021362288069TR
Shit 
@JKQDSC
One 
@mirkvd
Hell 
@DZC108
Reality 
@COM_TLVZWP8069
Ka 
@MX_631
99 
@HYZR99
Dog 
@DOGLV246
Allah 
@ISBN711
AI @AIFTCPGW
Cs 
@KJD70Q59
Sobek 
@FT
 @business
 @cnnbusiness
 @bbcbusiness
@CNBCi
 @Google
 @IBM
 @reederebr
 @chuwidotcom
@Samsung",,
Kathleen DiTommaso,@kathiguam,2020-10-23T17:55:01.000Z,"First: there’s Google. Check a definition before tweeting/speaking.
Second: I love how supporters on both sides mock each other. Reminds me of the divisiveness of the civil war.
Third: AI has got a whole lot of folks not thinking for themselves.",,15
Henry SO,@honyius,2020-10-23T17:54:17.000Z,and Google will blame their AI algorithm again.,,
Johan Fischer,@johan__fischer,2020-10-23T16:38:46.000Z,Google translate relies on ppl manually providing translations for its AI to learn. My guess is someone manually flooded its sys with the wrong translation to sow discord and mistrust. Big tech needs to do better and perhaps more regulation,,7
Carly,@CarlySaysThings,2020-10-23T16:36:26.000Z,"I have news for you if you use any google products, Facebook, etc and how they use your personal Information and data. In fact this tweet alone is probably being used by a twitter AI to spam you with ads and trends that blend in with the app. At least you can delete a dumb email.",,8
Johan Fischer,@johan__fischer,2020-10-23T16:29:53.000Z,Google translate relies on ppl manually providing translations for its AI to learn. My guess is someone manually flooded its sys with the wrong translation to sow discord and mistrust. Big tech needs to do better and perhaps more regulation,1,2
erwan du 77,@ErwanGillet77,2020-10-23T16:01:02.000Z,Bon j'ai plus Google play musique YouTube mange t'es mort,,
@qsteenhuis@noc.social,@qsteenhuis@noc.social,2020-10-23T15:55:26.000Z,"The fact that Google's auto suggestions give you ""Happy Birthday!"" as a response when someone texts you happy birthday is just one sign that AI is not posed to take over the world.",,11
Karyn Zen,@UnreadDatum,2020-10-23T15:49:50.000Z,"I derive a strange amount of pleasure from even having Google Assistant say happy birthday. When they finally come out with AI personalities as friends, I hope I can afford one.",,1
HAMZA,@Shikisha_,2020-10-23T15:25:42.000Z,Ai I'm gonna miss Google Music ,1,1
VerveTech,@Geniusbrain8,2020-10-23T15:20:22.000Z,"Drew: ""Apple was king of privacy but even they got caught sharing Siri recordings to 3rd parties with others not knowing"".
At least Google uses some photos to improve their AI in the camera app of Pixels.
You do realize that iCloud uses Google servers? You're just being dramatic.",,
わさびさん,@Vos_Ercex,2020-10-23T15:04:48.000Z,"Google’s AI fund leads $9.5 million investment in data-privacy startup Mine.
Software developed by Tel Aviv-based firm tells users which companies hold their data and how they are using it, and lets them decide if they want it to be deleted.",,
trustedtraveller,@trustdtravelr,2020-10-23T14:38:21.000Z,"Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
Serhat Bakis,@F402T136,2020-10-23T14:37:11.000Z,"Book 
@F402T136
 

Doom 
@4021362288069TR
Shit 
@JKQDSC
One 
@mirkvd
Hell 
@DZC108
Reality 
@COM_TLVZWP8069
Ka 
@MX_631
99 
@HYZR99
Dog 
@DOGLV246
Allah 
@ISBN711
AI @AIFTCPGW
Cs 
@KJD70Q59
Sobek 
@FT
 @business
 @cnnbusiness
@bbcbusiness
 @CNBCi
 @Google
 @IBM
@reederebr
 @chuwidotcom
 @Samsung
@FT",,
Ipnewsbe,@IPnewsbe,2020-10-23T14:34:23.000Z,"RT LauKaya: RT 
@kostasrossoglou
: Former Google’s CEO Eric Schmidt is “back” to the Berlaymont next week for a videoconference with VP Vestager in his capacity of co-chair of the United States National Security Commission on AI (NSCAI)",,
Mr Robot,@InvertedMrRobot,2020-10-23T14:28:21.000Z,"Lmaooooo.
Buy at Google store.
That's step one",,
rest,@TTeuhaaa,2020-10-23T14:14:11.000Z,Ai download from Google uncle ,,1
Luke,@theonlyluk3,2020-10-23T14:10:45.000Z,Google won’t kill photos since they use the data to train their AI. Guess why it’s free,,2
Dhruva Jaishankar,@d_jaishankar,2020-10-23T14:08:02.000Z,"Chairman NSCAI and former Google CEO Eric Schmidt: ""AI...enables everything else. Progress in science will be fundamentally accelerated...The profound effect on health is yet to be seen...This is the time to get AI right...The China competition becomes very important.""",1,10
Louis Lemsic,@louislemsic,2020-10-23T13:59:53.000Z,"i mean like ang dami nating kailangan matutunan as Computer Science Majors HAHAHA. We've just begun talking about AI in our course, tapos after researching about it on Google, sobrang daming topics na pala and advances about AI.

is this our calling? HAHAHAH",,
CR Dean,@CRDean5,2020-10-23T13:34:44.000Z,"It’s called Deep Spatial.  Pulkit Trivedi
Director, Google
Former director, Facebook
Former business development and partnerships, Intel
Kapil Raval
Director, Business Development, AI solutions, Microsoft
Former global sales lead, Telecom Solutions, HP",,1
Ashis kar,@ashiskar02,2020-10-23T13:32:42.000Z,"Well i have many things which can counter ur logics in the article.. Which i dont want to.. Anyway IT might have seen something bcoz of which it got published

About the article.. Surprisingly, it appeared in my google cards.. I dont know how google's AI works.. Already muted it",,
Rossoglou Kostas,@kostasrossoglou,2020-10-23T12:51:08.000Z,Former Google’s CEO Eric Schmidt is “back” to the Berlaymont next week for a videoconference with VP Vestager in his capacity of co-chair of the United States National Security Commission on AI (NSCAI),2,11
𝓜𝓻. 𝓐𝓻𝓽,@ArtoriusEd,2020-10-23T00:19:58.000Z,"You need a drone that will follow you everywhere you go in the class. In addition, AI algorithm (Cortana/Google Assistant) will monitor your remote students chat & answer to any inquiries. #hybridlearning",,7
trustedtraveller,@trustdtravelr,2020-10-23T00:19:26.000Z,"Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
Follow GitHub Organization,@followgithuborg,2020-10-22T23:45:21.000Z,"1 new repository created in Google AI Research
- 1 multilingual-t5
 #GitHub #OpenSource #googleresearch",,
钟馗,@alexcounterstri,2020-10-22T23:07:27.000Z,google，Facebook，Twitter，YouTube，is the Plague in America!Your life is written by the AI. all people will be a machine AI。,,
Brandon Hassler,@brandonhassler,2020-10-22T23:03:03.000Z,Anytime I type something in Google Docs and it starts to accurately auto-complete my sentence I start to wonder if Google's AI is just that good or if what I'm writing is actually just the same BS everybody else is writing.,,
trstdtravlr,@trstdtravlr,2020-10-22T22:48:32.000Z,"fact Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
Corinne Podger,@corinne_podger,2020-10-22T22:42:12.000Z,"That's not to say 'stop the march of progress'. I shared 
@otter_ai
 and Google Cloud's text-to-speech tools with 
@ejcnet
 #NISAudio this week bc they're huge time-savers. But tech isn't without job implications AND it's a lot to keep on top of i.e. burnout risk cc 
@mrjohncrowley",,3
Ying-Ying Lin (snowham),@ying_yinglin,2020-10-22T22:33:22.000Z,google ai is trying to improve object recognition from google photos but all i have are repeats of memes,,3
JD True,@True_Reclaimer,2020-10-22T22:22:14.000Z,"Im convinced that Stadia is satire at this point. Its created by actual autists, and not even google corporate supports their own product... Definitely must be a joke
@BangBangClick
 Tell me you're actually a poorly coded AI and not a real person. Either way you need deletion ",,
Dagmar Monett,@dmonett,2020-10-22T22:18:06.000Z,"""I have problems w/ the term '#AI ethics' because I think it’s almost so broad as to be meaningless.""

Google's ethics review board, ""part of the company’s attempt to try & pacify some of the dissent around the choices they were making around the #AI in the military."" 
@mer__edith",,8
fend // ACEN & Momo,@fend13th,2020-10-22T20:54:48.000Z,"Thanks buddy! I think this was a bad redraw of some screenshot from a google earth dive trying to find a train station, oof. Me.",,1
Murad Alakbarov,@AlakbarovMurad,2020-10-22T20:20:06.000Z,"Explanation for obtuse people: this is English and “lil toolset” is an Ai developed by Google. There are no concrete proofs which will be enough for zombified people, we tried for 27 years, now we are proofing it by force. Now they are getting “proof” that they deserve.",,
IQDome,@iqdome,2020-10-22T19:35:39.000Z,AI Love be closer to me before i deal with something in google translate #AI,,
ura soul,@ura_soul,2020-10-22T19:34:47.000Z,"Thinks back to Google illegally scanning in almost all the world's books, massively infringing copyright in order to feed their 'world brain' AI system. Ah, logic, my old friend.",,
Serhat Bakis,@F402T136,2020-10-22T18:49:56.000Z,"Book 
@F402T136
Doom 
@4021362288069TR
Shit 
@JKQDSC
One 
@mirkvd
Hell 
@DZC108
Reality 
@COM_TLVZWP8069
Ka 
@MX_631
99 
@HYZR99
Dog 
@DOGLV246
Allah 
@ISBN711
AI @AIFTCPGW
Cs 
@KJD70Q59
Sobek 
@FT
 @business
 @cnnbusiness
@bbcbusiness
 @CNBCi
 @Google
 @IBM
@reederebr
 @chuwidotcom
 @Samsung
@FT",,1
Global Varkey,@GlobalVarkey,2020-10-22T17:26:32.000Z,"If Google, Facebook, Twitter, Apple, & Microsoft are not put on a LEASH QUICKLY then soon EXISTING LAWMAKERS in CONGRESS will be made REDUNDANT because they are ALREADY installing AI based SELF ADAPTING LAWS which will be used to JUDGE human behavior FOR society.",,
Global Varkey,@GlobalVarkey,2020-10-22T17:24:36.000Z,"If Google, Facebook, Twitter, Apple, & Microsoft are not put on a LEASH QUICKLY then soon EXISTING LAWMAKERS in CONGRESS will be made REDUNDANT because they are ALREADY installing AI based SELF ADAPTING LAWS which will be used to JUDGE human behavior FOR society.",,
Global Varkey,@GlobalVarkey,2020-10-22T17:22:37.000Z,"If Google, Facebook, Twitter, Apple, & Microsoft are not put on a LEASH QUICKLY then soon EXISTING LAWMAKERS in CONGRESS will be made REDUNDANT because they are ALREADY installing AI based SELF ADAPTING LAWS which will be used to JUDGE human behavior FOR society.",,
trustedtraveller,@trustdtravelr,2020-10-22T16:58:37.000Z,"Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
ĦB∆R |~| Ev∆ngelion,@BarEvangelion,2020-10-22T16:52:08.000Z,"And be open to new pumps. Thanks to @_The__AI_ I can afford another lambo.

Thanks @_The__AI_  ! I was wrong and you were right. Now I am still filthy rich. A bit more than before :P. Cheers.",,
Hederian,@TheHederian,2020-10-22T16:33:55.000Z,"Sure, just tell me where I can buy a crystal ball ",,
spider-man: no guey home,@StolenVelour_,2020-10-22T16:20:41.000Z,"DHS is corrupt, ICE is corrupt, CBP is corrupt. These institutions were founded on a culture of abuse and unaccountability. Giving them unbridled access to Google's AI tech will only allow them to inflict more militarized violence on migrants and citizens alike.",,6
Finomaniac_1,@finomaniac,2020-10-22T15:59:36.000Z,Sven Google's search engine AI sounds dumb in front of you.,,
Hederian,@TheHederian,2020-10-22T15:57:20.000Z,Better to sell and miss the pump*?,,
♟,@IngridVasiliu,2020-10-22T15:56:47.000Z,"I'm attending Exploring Human Compatible AI with Google, IBM & Tech Mahindra | MKAI #2. Would you like to attend?",1,1
AI-MBR4,@G9959809381,2020-10-22T15:48:47.000Z,this coin wil never go upbetter to sell and come back after 3/5 years,,
Simanta Gautam,@simanta_gautam,2020-10-22T15:42:30.000Z,"FSD innovation itself is driven (heh) by AI and engineering experts. More broadly, I see your point about Tesla.

Doesn’t generalize well, though. Few examples that come to mind of large software cos founded by experts in the field: Google, Adobe, Cisco, VMware, Zoom.",,1
ĦB∆R |~| Ev∆ngelion,@BarEvangelion,2020-10-22T15:40:17.000Z,"I am 100% bullish on the future of Hedera.

But the senior venture capitalists have poured a TSUNAMI of $Hbar's into the pockets of 2017 investors. We are still paying for that while they keep cashin. Worst of all...there is just no demand for $Hbar.

$Hbar needs a lot more time.",,1
UCFDIG TwitBot,@ucfdigbot,2020-10-22T15:37:01.000Z,"In a University where 14 brutal chefs lift, one Slime vows to go keto with them all. With help from their wacky Google Siri Amazon Telsa Corp AI buddy sidekick, they cuddle with the doctors. Join them on their crusade to make friends with justice for their University.",,
The TWIML AI Podcast,@twimlai,2020-10-22T15:16:28.000Z,".
@MilindTambe_AI
, Director of #AIforSocialGood 
@Google
 India, Prof 
@Harvard
, and Director of 
@HCRCS
 - shares his work from both stateside and abroad in public health, conservation and more in this interview with 
@SamCharrington
. Ask Milind your questions during the Q&A!",5,11
Vyom Karia,@vyomkaria,2020-10-22T15:02:37.000Z,"Surprisingly, the way 
@Google
 is showing me scores is way better than even cricbuzz and now I'm using that. The way Google is using AI is very very astonishing.",,
Serhat Bakis,@F402T136,2020-10-22T14:57:18.000Z,"Book 
@F402T136
Doom 
@4021362288069TR
Shit 
@JKQDSC
One 
@mirkvd
Hell 
@DZC108
Reality 
@COM_TLVZWP8069
Ka 
@MX_631
99 
@HYZR99
Dog 
@DOGLV246
Allah 
@ISBN711
AI @AIFTCPGW
Cs 
@KJD70Q59
Sobek 
@FT
 @business
 @cnnbusiness
@bbcbusiness
 @CNBCi
 @Google
 @IBM
@reederebr
 @chuwidotcom
 @Samsung
@FT",,
Feda Mecan,@just1ofyou,2020-10-22T14:53:20.000Z,"No, it is more ""we are going to abuse our AI knowledge to put our mediocre bullshit products down your throat""",,
Coinman the HBARbarian,@BarHBARian,2020-10-22T13:53:21.000Z,Why so salty? You're happy with what you are doing; I'm happy with what I am doing... right?,,
Coinman the HBARbarian,@BarHBARian,2020-10-22T13:35:28.000Z,"We were both scooping up $HBARs in Jan/Feb at a cent eh @rbsnider ? then BOOM! 
@Google
 joined the council ",,
m-p{3},@unrealmp3,2020-10-22T13:30:35.000Z,"I'm actually a Google One customer so I'm actually paying for my services, you'd think that would shield me from the wrath of their all-powerful AI.",,
Serhat Bakis,@F402T136,2020-10-22T13:08:25.000Z,"Book 
@F402T136
Doom 
@4021362288069TR
Shit 
@JKQDSC
One 
@mirkvd
Hell 
@DZC108
Reality 
@COM_TLVZWP8069
Ka 
@MX_631
99 
@HYZR99
Dog 
@DOGLV246
Allah 
@ISBN711
AI @AIFTCPGW
Cs 
@KJD70Q59
Sobek 
@FT
 @business
 @cnnbusiness
 @bbcbusiness
@CNBCi
 @Google
 @IBM
 @reederebr
 @chuwidotcom
@Samsung
 @FT",,
Stylee Unexit,@StyleeUnexit,2020-10-22T13:04:15.000Z,Wake me up before you google #AI #ArtificialIntelligence #CERN #spider #copywriting #5G #thematrix,,1
Rebecca Novack,@NovackRebecca,2020-10-22T12:50:04.000Z,"Have watched too much ""The Vow,"" google now autofills NLP as neural-linguistic programming. 4 years as linguistics editor and 1 in AI/ML down the drain :'(",,1
Mehabe,@mehabecapital,2020-10-22T12:40:06.000Z,SABRE AND GOOGLE DEVELOP INDUSTRY-FIRST AI TECHNOLOGY FOR TRAVEL,,
Zoltan Suranyi,@ZoltanSuranyi1,2020-10-22T12:36:40.000Z,SABRE AND GOOGLE DEVELOP INDUSTRY-FIRST AI TECHNOLOGY FOR TRAVEL $GOOG,,1
Breaking Market News,@breakingmkts,2020-10-22T12:36:14.000Z,SABRE AND GOOGLE DEVELOP INDUSTRY-FIRST AI TECHNOLOGY FOR TRAVEL,,1
First Squawk,@FirstSquawk,2020-10-22T12:36:09.000Z,SABRE AND GOOGLE DEVELOP INDUSTRY-FIRST AI TECHNOLOGY FOR TRAVEL,4,10
*Walter Bloomberg,@DeItaone,2020-10-22T12:34:20.000Z,"*Sabre and Google Develop Industry-First AI Technology for Travel
$SABR",6,27
Michael,@MichaelBTech,2020-10-22T12:30:27.000Z,"No. I've learned, from switching in the past, two things: 

1. Google's software, hardware, and AI together is unmatched across all devices

2. What I get in experience in features versus the cost of Apple devices don't  equal for me. I feel I'm getting ripped off everytime.",,1
Follow GitHub Organization,@followgithuborg,2020-10-22T05:45:18.000Z,"1 new repository created in Google AI Research
- 1 tf-opt
 #GitHub #OpenSource #googleresearch",,
PolarPrince,@DJPower007,2020-10-22T05:02:00.000Z,"The biggest naturally threat to the world isn't Donald, he is just a fucken moron. It is how companies like Twitter, Facebook and Google all put too much money into AI algorithms. Problem is an AI isn't human, it lacks empathy, compassion, and understanding. Cont.",,
Kendra West,@KendraWest16,2020-10-22T04:42:28.000Z,"I watched an interview with a Psychic Medium today and she said that Facebook, Google and YouTube are all going to go away. Even if the higher ups are gone the AI is all being controlled by China and no way to remove the",,
☞ amanda ☜,@zikaralhoz,2020-10-22T04:15:12.000Z,pesquisa no google: “stats for spotify” ai ja vai aparecer,,1
Larry spiller,@SpillerLarry,2020-10-22T04:00:56.000Z,Are you familiar with the google ai that was built to learn to play the chinese board game go?,,
Shivesh Vishwanathan,@shiveshv,2020-10-22T03:57:20.000Z,"We hate this, but the article is one-sided too. How about also saying that we get answers right from results page? Google is right - with advances in AI, the results page will become a destination. But Google needs to consider a subscribe model for all its assets together.",,
The GhostOf the Uchiha,@jibinvictorjohn,2020-10-22T03:53:27.000Z,"Switched to google pixel 4a, This thing's camera is literally magic. My mind couldn't fathom how the AI and algorithm can figure out the elements in a pitch black environment. UI and Standby is astonishingily good.",,1
Andrew Apell | Flookup,@getflookup,2020-10-22T03:43:25.000Z,"Within the same day. Frankly speaking, it seemed like some weird glitch in their system. I remember heading to ""My Account"" and also filling out a form. When I returned later that day, it was back online.
I think their AI is responsible but then a review should fix that...",,1
Justin Scheidler is,@Shigga11,2020-10-22T02:23:21.000Z,Is it weird that I thank my Google assistant after I ask her to do something? (In hopes AI is kind to me after skynet goes live),,1
Chaitanya Derangula,@chaitu_deran,2020-10-22T02:05:55.000Z,WOW!! First started AI with chat and now sheets it's amazing !!! No one can beat the Google in collaboration Kudos team  will be waiting for more amazing features ,,1
Mary Fllr,@MaryFllr1234,2020-10-22T01:25:02.000Z,"Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows – The Intercept",,
Michael P,@MichaelP_TX,2020-10-22T01:06:37.000Z,Mark that doesn’t seem to be a complete picture.  I believe it’s what they do with their AI.  The algorithms they use to create influence and subtle suggestion to create the change or decision they or their clients are looking for.  #TheSocialDilemma watch it.,,
trstdtravlr,@trstdtravlr,2020-10-22T00:38:34.000Z,"I heard Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
Grandma's Son,@NKondjashili,2020-10-21T23:26:40.000Z,"The algorithm is fascinating, no doubt. However Google has been building their infrastructure too long. Snatching up so many Tech companies it's hard to not say they have the smartest AI ever developed. All those purchases are for one thing: Data mining. And that's the new gold..",,1
Rational Aussie,@rationalaussie,2020-10-21T22:51:44.000Z,"Yes. Plus, this clearly shows that the US Government is too stupid to realise that AI is a national security risk. The winner to AGI will rule the world. US Empire is in its final stage of decline before the dollar collapse. End of an Era.",,
PK,@par_shee,2020-10-21T22:16:43.000Z,"I would venture his point is if MSFT had as go an AI operation as GOOG, they'd be able to buy the same data and build a better search engine. Location location location is about localizing searches ... for which current data is relevant (and available at a price).",,
trstdtravlr,@trstdtravlr,2020-10-21T21:09:11.000Z,"My thoughts Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
Sucharita Kodali,@smulpuru,2020-10-21T21:07:27.000Z,"With all the AI that Google and Apple have, they can’t figure out how to stop text spam? It seems to be especially bad these days. Add to the list of grievances against them.",,11
(((ل()(ل() 'yoav)))),@yoavgo,2020-10-21T21:00:03.000Z,"maybe a better positioning than ""NOT-AI"" would be ""it is AI in the same sense that chess-engines are AI and that google query suggestions are AI.""",,19
Andrea Volpini,@cyberandy,2020-10-21T20:51:20.000Z,"Totally, personal knowledge graphs, decentralized linked data, open knowledge repositories (data commons as Google likes to call it) and exciting do-it-yourself AI tools for reasoning over all of this connected data.",,3
